position,company,location,flag
Engineering Director / Director of Engineering & Data Science,Foursquare,"New York, NY",5
"Senior Analyst, Data Science and Predictive",Tiffany & Co.,"New York, NY",5
NLP Data Scientist,S&P Global,"New York, NY",5
"Modeling Supervisor, Analytics & Data Science",Assembly,"New York, NY",5
Merchant Services - Data Science Sr Associate,JP Morgan Chase,"New York, NY",5
Marketing Data Scientist,SmartAsset,"New York, NY",5
"Flatiron Research Fellow, Machine Learning & Statistics, CCA",Simons Foundation,"New York, NY",5
"Senior Associate, Data Scientist",Capital One - US,"New York, NY",5
Genomics Data Engineer (Data Science) - Regeneron Genetics Center,Regeneron,"Tarrytown, NY",5
Global Data Scientist,Innovations for Poverty,"New York, NY",5
"Manager, Big Data Analytics and Machine Learning",Deloitte,"New York, NY",5
Manager of Data Science,"J.Crew Group, Inc.","New York, NY",5
"Head of Data Science, Instagram Experience",Facebook,"New York, NY",5
Healthcare Data Scientist,Milliman,"New York, NY",5
"Intern Conversion - Data Scientist, Chief Analytics Office",IBM,"Armonk, NY",5
Genomic Data Scientist (Computational Immunology/Machine Learning),Regeneron,"Tarrytown, NY",5
Data Scientist - Health Care Model Developer,EmblemHealth,"New York, NY",5
"Data Strategy Architect - Cloud, Big Data, Analytics, ML/AI/Data Science",Accenture,"New York, NY",5
Data Science Engineer,Eskalera Inc.,"New York, NY",5
Senior Product Data Analyst - AdTech,Dailymotion,"New York, NY",5
Data Science Specialist (AVP),The Execu|Search Group,"New York, NY",5
Data Science Practice Lead,Spotify,"New York, NY",5
"Data Science Manager, Detection",White Ops,"New York, NY",5
Data Science Manager,Sojern,"New York, NY",5
Data Science Lead,Ribbon,"New York, NY",5
Data Science Internship - Summer 2020,Etsy,"New York, NY",5
Data Science Full-Time Student Opportunity (Undergraduate),CVS Health,"New York, NY",5
Data Science Director,Cigna,"New York, NY",5
Data Scientist,Oath Inc,"New York, NY",5
Data Science Consultant,ZS Associates,"New York, NY",5
Senior Reporting/Data Analyst,FIS,"New York, NY",5
"Senior Software Engineer, AI",Paige,"New York, NY",5
Data Manager/Statistician,SUNY Upstate Medical University,"Syracuse, NY",5
Social Media/Email/Data Science Internship,Robert Raeder,"New York, NY",5
DSI Instructor,General Assembly,"New York, NY",5
Software Engineer - AI,Xaxis,"New York, NY",5
Customer Data Scientist (New York),h2o.ai,"New York, NY",5
"Senior Manager, Data Science Analytics",WW International (formerly Weight Watchers),"New York, NY",5
Data Science/Quant Engineering Intern | Prattle Technology,Liquidnet,"New York, NY",5
Data Scientist,4th-IR,"New York, NY",5
"Senior Manager, Data Science",FanDuel,"New York, NY",5
Data Scientist,New York University,"New York, NY",5
Senior Financial Data Analyst,Elderplan,"Brooklyn, NY",5
Data Scientist,Macy's,"New York, NY",5
Data Scientist,Lyons Hathaway,"New York, NY",5
Senior Financial Data Analyst,The Execu|Search Group,"Brooklyn, NY",5
Data Scientist,IFG Companies,"New York, NY",5
Data Scientist,Hinge,"New York, NY",5
Senior Healthcare Encounter Data Analyst,VISITING NURSE SERVICE OF NEW YORK,"Manhattan, NY",5
Senior Lead Data Scientist,NBCUniversal,"New York, NY",5
Data Scientist,"EDO, Inc.","New York, NY",5
Data Scientist,DataDog,"New York, NY",5
Data Scientist,CompuForce,"New York, NY",5
Senior Machine Learning Engineer - Intelligence,Quickframe,"New York, NY",5
Data Scientist,Bluecore,"New York, NY",5
Senior Machine Learning Engineer – Free Mission,Spotify,"New York, NY",5
Senior Machine Learning Engineer- Data Automation,Bloomberg,"New York, NY",5
Data Scientist/Developer,NFP Corp,"Plainview, NY",5
"Content, Data Scientist",ION Media Networks,"New York, NY",5
Computer Vision Software Engineer,Zebra Technologies,"Holtsville, NY",5
Computer Vision Researcher,Kitware,"Clifton Park, NY",5
Asset & Wealth Management – Intelligent Digital Solutions – Data Science and Machine Learning Team – Analyst/Associate,JP Morgan Chase,"New York, NY",5
"Staff Scientist, Computational Biology (Metabolism) - Machine learning",Regeneron,"Tarrytown, NY",5
Artificial Intelligence course and Cyber Security Course,Yeshivat Magen Abraham,"Brooklyn, NY",5
Statistical Assistant,ADIL BUSINES SYSTEMS INC,"New York, NY",5
Statistical Assistant,UTOFUN,"New York, NY",5
Artificial Intelligence Engineer (1744),IBKR,"New York, NY",5
Statistician,Naval Nuclear Laboratory,"Niskayuna, NY",5
Applied Scientist III - Body Labs,"Amazon.com Services, Inc.","New York, NY",5
"Amazon Data Scientist Operations & Sales, Sr. Manager, Ecommerce",L'Oreal,"New York, NY",5
Alternative Data Research Analyst,Yewno,"New York, NY",5
Swaps Strategist,Morgan Stanley,"New York, NY",5
Time Series Forecasting Data Scientist Senior (Forecasting & Scheduling),Grubhub,"New York, NY",5
AI/ML Research Engineer,Pryon,"New York, NY",5
AI Senior Backend Engineer -,JP Morgan Chase,"New York, NY",5
AI Scientist - Deep Learning in Computer Vision / Medical Imaging,Covera Health,"New York, NY",5
AI Backend Engineer,JP Morgan Chase,"New York, NY",5
AFC AML – Analytics Support - Associate,Deutsche Bank,"New York, NY",5
data science + engineering,the dtx company,"New York, NY",5
"Staff Backend Engineer, Machine Learning – Free Mission",Spotify,"New York, NY",5
Sr. Data Scientist- R&D,Civis Analytics,"New York, NY",5
"Computer Science, Data Science, Data Analytics",Long Island University,"Brookville, NY",5
Sr. Data Scientist,Ascensia Diabetes Care,"Valhalla, NY",5
"Software Engineer, Machine Learning",Conde Nast,"New York, NY",5
"Software Engineer, Specialized Machine Learning (PhD)",Facebook,"New York, NY",5
Solution Architect - Data & Analytics,Neudesic LLC,"New York, NY",5
CIMD - Marcus by Goldman Sachs - Decision and Data Scientist,Goldman Sachs,"New York, NY",5
Sr Data Analyst- Population Health,NYU Langone,"New York, NY",5
CIB data+design - Data Scientist - Associate,JP Morgan Chase,"New York, NY",5
CIB Machine Learning Center of Excellence - Applied AI/ML Director,JP Morgan Chase,"New York, NY",5
Sr Data Scientist,Healthfirst,"New York, NY",5
Sr Strategic Consultant / Data Scientist (Patient Access),Memorial Sloan Kettering,"New York, NY",5
"Sr. Business Analyst, Data Science",Medidata Solutions,"New York, NY",5
Bioinformatics Analyst/Data Scientist,Weill Cornell Medical College,"New York, NY",5
Big Data Engineer - Compliance Engineering,Goldman Sachs,"New York, NY",5
Bayesian Statistician,Naval Nuclear Laboratory,"Niskayuna, NY",5
Sr. Business and Data Analyst,Utilisave,"New York, NY",5
"Associate, Data & Analytics Modeler, Machine Learning",KPMG,"New York, NY",5
"Associate, Data & Analytics Modeler",KPMG,"New York, NY",5
Sr. Data Analyst/Scientist,Elsevier,"New York, NY",5
Data Scientist,OMD,"New York, NY",5
Senior Machine Learning Research Scientist,Spotify,"New York, NY",5
Senior Data Scientist-Machine Learning/AI/NLP,Cigna,"New York, NY",5
Data Scientist / Machine Learning Engineer,Well,"New York, NY",5
Senior Data Scientist,TripleLift,"New York, NY",5
Data Scientist Manager - Advanced Analytics (HIA),PwC,"New York, NY",5
Senior Data Scientist,Verizon,"New York, NY",5
Data Scientist I/II/III/IV - 006900,Univera Healthcare,"Rochester, NY",5
Data Scientist I,AIG,"New York, NY",5
Senior Data Scientist,Warby Parker,"New York, NY",5
Senior Data Scientist (Payer),Prognos,"New York, NY",5
Data Scientist – Personalization,Spotify,"New York, NY",5
Senior Data Scientist- Strategy,Civis Analytics,"New York, NY",5
Data Scientist / Data Analytics Manager,Zola,"New York, NY",5
Senior Data Scientist (Statistical Modeling/Population Health),Well,"New York, NY",5
Data Scientist - NLP (Experience Required),"Honcker, Inc","New York, NY",5
Data Scientist - Journey Analytics,McKinsey & Company,"New York, NY",5
Data Scientist - Investment Research,"Two Sigma Investments, LLC.","New York, NY",5
Data Scientist – Content Marketing Engagement,Spotify,"New York, NY",5
Senior Data Scientist,Sartorius North America,New York State,5
Data Scientist - Experimentation,Disney Streaming Services,"New York, NY",5
Senior Data Scientist,PlaceIQ,"New York, NY",5
Data Scientist/Data Science Instructor - Big Data,NYC Data Science Academy,"New York, NY",5
Data Scientist- Strategy,Civis Analytics,"New York, NY",5
Data Scientist- Machine Learning Engineer,pymetrics,"New York, NY",5
Data Scientist- Enterprise Product Analytics,App Info,"New York, NY",5
"Data Scientist, Systems Biology",Viome,"New York, NY",5
"Data Scientist, Principal",BNY Mellon,"New York, NY",5
"Data Scientist, Member Experience",WeWork,"New York, NY",5
"Data Scientist, Analytics",TripleLift,"New York, NY",5
"Data Scientist, Infrastructure",Facebook,"New York, NY",5
Senior Data Scientist,Prognos,"New York, NY",5
Senior Data Scientist,S&P Global,"New York, NY",5
"Data Scientist, Computer Vision (NY)",Etsy,"New York, NY",5
"Data Scientist, Chief Analytics Office",IBM,"Armonk, NY",5
"Data Scientist, Analytics",Venmo,"New York, NY",5
Senior Data Scientist - Natural Language Processing (NLP),Lynk,"Manhattan, NY",5
Data Scientist / ML Engineer,PA Consulting Group,"New York, NY",5
Programmer/Data Scientist (Researcher),New York University,"New York, NY",5
Data Scientist,Slice,"New York, NY",5
Data Scientist,UL LLC,"Latham, NY",5
Data Scientist,United Technologies Corp. Headquarters,"Brooklyn, NY",5
"Senior Data Scientist – Refinitiv Labs, New York City",Refinitiv,"New York, NY",5
Data Scientist,The NPD Group,"Port Washington, NY",5
Data Scientist,The CARIAN Group,"New York, NY",5
Data Scientist,Wolters Kluwer,"New York, NY",5
Senior Data Scientist – Metrics,Spotify,"New York, NY",5
Data Scientist,Telaria,"New York, NY",5
Senior Data Scientist – Customer Support Experience,Spotify,"New York, NY",5
Data Scientist (EFT Analytics),KOCH MINERALS,"New York, NY",5
"Senior Data Scientist, Growth Insights",Spotify,"New York, NY",5
"Senior Data Scientist, Forecasting",Spotify,"New York, NY",5
Data Scientist,Revlon,"New York, NY",5
"Senior Data Scientist - Statistician, Bayesian Inference",Covera Health,"New York, NY",5
Data Scientist,Rochester Institute of Technology,"Rochester, NY",5
Data Scientist - Bomoda,Weber Shandwick,"New York, NY",5
Data Scientist - Data Engineer,CBS,"New York, NY",5
Data Scientist - Cross Asset Desk Strategist Team,Morgan Stanley,"New York, NY",5
Staff Data Scientist - Machine Learning,The Walmart eCommerce Family of Brands,"New York, NY",4
"Senior Data Scientist, SNKRS",NIKE INC,"New York, NY",4
Staff ML Engineer - Applied Modeling - Cortex,Twitter,"New York, NY",4
Senior Financial Analyst/Data Analyst - Decision Support,Spotify,"Manhattan, NY",4
SENIOR DATA ANALYST,Facebook,"New York, NY",4
Senior Data Scientist,Rockstar New York,"New York, NY",4
"SENIOR PRINCIPAL, DATA SCIENCE",Tellic LLC,"New York, NY",4
Senior Healthcare Data Analyst,One Call,"New York, NY",4
Sr. Specialist Info Sec Analyst - Data Scientist,BNY Mellon,"New York, NY",4
Senior Data Scientist,Feather,"New York, NY",4
Vice President of Artificial Intelligence,Movable Ink,"New York, NY",4
Senior Economist,Spotify,"New York, NY",4
Research Engineer (AI),Facebook,"New York, NY",4
VP of Product (Data) - Hux,"Amazon.com Services, Inc.","New York, NY",4
"Research Internship - Spring 2020 (NLP, Computer Vision, or Machine Learning)",Dataminr,"New York, NY",4
Senior Data Scientist,Priceline.com,"New York, NY",4
Research Staff - Mathematical Sciences,Rensselaer Polytechnic Institute,"Troy, NY",4
"Senior Data Scientist, Product Analytics",Skillshare,"New York, NY",4
Senior Data Scientist,NBCUniversal,"New York, NY",4
Sr. Data Scientist – Data for Insights Practice,Spotify,"New York, NY",4
Statistician II,Cornell University,"Ithaca, NY",4
Statistician or Pharmacometrician,"Simulations Plus, Inc.","Buffalo, NY",4
Senior Data Scientist,Movable Ink,"New York, NY",4
Senior Data Scientist,IBM,"Armonk, NY",4
Research Scientist - Computer Vision,GE Corporate,"Schenectady, NY",4
Senior Data Scientist,Hopper,"New York, NY",4
Talent Acquisition Data Analyst,NBCUniversal,"New York, NY",4
Senior Data Scientist,HVH Precision Analytics,"New York, NY",4
Ultimate Hoops Statistician,Life Time,"New York, NY",4
Statistician & Data Analysis Scientist,Corning,"Painted Post, NY",4
Senior Data Analyst,"AbleTo, Inc.","New York, NY",4
Senior Data Analyst,Zeta Global,"New York, NY",4
Software Development Engineer – SageMaker Machine Learning Algorithms,"Amazon.com Services, Inc.","New York, NY",4
"Senior Data Analyst, Pre-Trial Services",CASES,"Brooklyn, NY",4
Software Engineer - Data Pipeline Development,Medidata Solutions,"New York, NY",4
"Senior Associate, Data Scientist, Machine Learning",KPMG,"New York, NY",4
"Senior Associate, Digital Intelligence – Machine Learning Engineer",JP Morgan Chase,"New York, NY",4
Software Engineer - Data,Imagen Technologies,"New York, NY",4
Senior Data Scientist - Analytics,SoundCloud,"New York, NY",4
Senior Data Analyst,Casper,"New York, NY",4
"Senior Software Engineer, Data Ingestion and Hospital Integration",Paige.ai,"Roosevelt Island, NY",4
Senior Data Analyst / Scientist,CEDENT,"New York, NY",4
Senior Business Data Analyst (MOO),New York City MAYORS OFFICE OF CONTRACT SVCS,"Brooklyn, NY",4
"Senior Data Analyst, Pharmacy",EmblemHealth,"New York, NY",4
Senior Business Intelligence & Data Science Analyst,Riverside Research,"New York, NY",4
"Senior Software Engineer, Data Ingestion and Hospital Integration",NewYork-Presbyterian Hospital,"Roosevelt Island, NY",4
Senior Quantitative Analyst - Model Developer,Capital One - US,"New York, NY",4
Quantitative Researcher in Machine Learning,"Two Sigma Investments, LLC.","New York, NY",4
Senior Data Scientist - Smart Audio Platform,"iHeartMedia, Inc.","New York, NY",4
Senior Data Engineer,Capital One - US,"New York, NY",4
"Software Engineer Intern, Machine Learning (PhD)",JP Morgan Chase,"New York, NY",4
"Senior Data Scientist - Statistician, Causal Inference",Covera Health,"New York, NY",4
"Senior Data Analyst, Growth and Retail",Harry's,"New York, NY",4
"Senior Data Analyst, People Analytics",WeWork,"New York, NY",4
Sr. Business Data Analyst,Viome,"Syracuse, NY",4
Senior Data Engineer – Datasets,Spotify,"New York, NY",4
"Sr. Associate, Data Scientist, Natural Language Processing",KPMG,"New York, NY",4
Senior Data Scientist,Urbint,"New York, NY",4
Senior Data Scientist – Premium Analytics,Spotify,"New York, NY",4
Sr Data Analyst- Population Health,NYU Langone Health,"New York, NY",4
Senior Applied Scientist,Deloitte,"New York, NY",4
"Senior Applied Scientist , Deep Learning/NLU",Sojern,"New York, NY",4
Senior Marketing Data Analyst,Coveo,"New York, NY",4
Senior Data Analyst,"Discovery Communications, LLC","New York, NY",4
Senior Data Scientist,sparks & honey,"New York, NY",4
"Software Engineer, Machine Learning, Planner/Behavior Prediction",Paige.ai,"New York, NY",4
Senior Marketing Data Analyst,Dashlane,"New York, NY",4
Senior Data Scientist / Senior Machine Learning Engineer,Well,"New York, NY",4
Senior Data Scientist,Tapad,"New York, NY",4
"Lead Full Stack Developer, Data Science Engineering",S&P Global,"New York, NY",4
Data Scientist (Consumer Credit Risk),QuadPay,"New York, NY",4
Data Scientist - Hux,Deloitte,"New York, NY",4
Data Scientist - Alpha Insights,"Two Sigma Investments, LLC.","New York, NY",4
Data Scientist (NLP),Prognos,"New York, NY",4
Quantitative Researcher,Summit Securities Group,"New York, NY",4
"Data Scientist (C13/VP) New York, NY",Citi,"New York, NY",4
Data Scientist (1801),IBKR,"New York, NY",4
Data Scientist,UST Global,"Valhalla, NY",4
Data Scientist,UBS,"New York, NY",4
Data Scientist,"Two Sigma Investments, LLC.","New York, NY",4
Data Scientist,TripleLift,"New York, NY",4
Data Scientist,Teqqi,"New York, NY",4
Data Scientist,SoftVision - North America & UK,"New York, NY",4
Data Scientist,SmartThings,"New York, NY",4
Data Scientist,Simon Data,"New York, NY",4
Data Scientist,Quartet Health,"New York, NY",4
Data Scientist,Public Goods,"New York, NY",4
